Microcontrollers & microprocessors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Number,General Description,Marketing Status,Package,Core,Operating Frequency (MHz),FPU,Co-Processor type,Co-Processor frequency (MHz) max,Flash Size (kB) (Prog),Dual-bank Flash,Data E2PROM (B) nom,RAM Size (kB),CCM RAM (I/D) (kByte) typ,ITCM/DTCM RAM (kB),Timers (16-bit) typ,Timers (32-bit) typ,Other timer functions,A/D Converters 12-bit,,A/D Converters 14-bit,,A/D Converters 16-bit,,D/A Converters (12-bit) typ,Comparator,Integrated op-amps,I/Os (High Current),SMPS,Display controller,Graphic accelerator,CAN (FD),CAN (2.0),I2C typ,SPI typ,I2S typ,USART typ,UART typ,Ethernet,Ethernet ports typ,I3C typ,Additional Interfaces,External Memory Interfaces,USB Type,Cryptography,Security Functions,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (@ Lowest Power) typ,Supply Current (µA) (Run Mode (per MHz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,Output Power (dBm) min,Output Power (dBm) max,RX current (mA) typ,RX sensitivity (dBm) typ,Standby Current (µA) typ,TX current (mA) (@ 0dBm) max,Output Power (dBm) (Step) typ,Buy On Line,Number of Cores nom,,,,,,
STM32L4S7ZI,"Ultra-low-power with FPU Arm Cortex-M4 MCU 120 MHz with 2048 kbytes of Flash memory, USB OTG, DFSDM, LCD-TFT, AES-256, HASH",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M4,120,Single-precision FPU,-,-,-,2048,Yes,-,640,-,-,11,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,2,2,2,115,-,-,-,-,-,1,4,3,-,3,2,-,-,-,"DFSDM, Parallel camera interface, SAI, SD/MMC","Dual Octo SPI, FMC",Yes,USB OTG FS,"AES, MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Isolation Firewall, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,112,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L4S9AI,"Ultra-low-power with FPU Arm Cortex-M4 MCU 120 MHz with 2048 kbytes of Flash memory, USB OTG, DFSDM, LCD-TFT, MIPI DSI, AES-256, HASH",Active,UFBGA 169 7x7x0.6 P 0.5 mm,Arm Cortex-M4,120,Single-precision FPU,-,-,-,2048,Yes,-,640,-,-,11,2,"Dual Watchdog, RTC, SysTick",1,15,-,-,-,-,2,2,2,131,-,-,-,-,-,1,4,3,-,3,2,-,-,-,"DFSDM, Parallel camera interface, SAI, SD/MMC","Dual Octo SPI, FMC",Yes,USB OTG FS,"AES, MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Isolation Firewall, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,112,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L4S9VI,"Ultra-low-power with FPU Arm Cortex-M4 MCU 120 MHz with 2048 kbytes of Flash memory, USB OTG, DFSDM, LCD-TFT, MIPI DSI, AES-256, HASH",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M4,120,Single-precision FPU,-,-,-,2048,Yes,-,640,-,-,11,2,"Dual Watchdog, RTC, SysTick",1,15,-,-,-,-,2,2,2,77,-,-,MIPI DSI,-,-,1,4,3,-,3,2,-,-,-,"DFSDM, Parallel camera interface, SAI, SD/MMC","Dual Octo SPI, FMC",Yes,USB OTG FS,"AES, MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Isolation Firewall, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,112,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32L4S9ZI,"Ultra-low-power with FPU Arm Cortex-M4 MCU 120 MHz with 2048 kbytes of Flash memory, USB OTG, DFSDM, LCD-TFT, MIPI DSI, AES-256, HASH",Active,"LQFP 144 20x20x1.4 mm, UFBGA 144 10x10x0.6 P 0.8 mm, WLCSP 144 5.3x5.3x0.6 P 0.4 mm",Arm Cortex-M4,120,Single-precision FPU,-,-,-,2048,Yes,-,640,-,-,11,2,"Dual Watchdog, RTC, SysTick",1,"15, 16",-,-,-,-,2,2,2,"110, 112",-,-,MIPI DSI,-,-,1,4,3,-,3,2,-,-,-,"DFSDM, Parallel camera interface, SAI, SD/MMC","Dual Octo SPI, FMC",Yes,USB OTG FS,"AES, MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Crypto Engine, Isolation Firewall, Secure Boot, Secure Install/Update, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,112,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32L552CC,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 256 kbytes of Flash memory",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M33,110,Single-precision FPU,-,-,-,256,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,9,-,-,-,-,2,2,2,38,-,-,-,-,1,-,4,3,-,3,1,-,-,-,"DFSDM, SAI",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552CE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,9,-,-,-,-,2,2,2,"36, 38",Extenal,-,-,-,1,-,4,3,-,3,1,-,-,-,"DFSDM, SAI",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32L552ME,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,WLCSP 81 4.1x4.4x0.6 P 0.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,"15, 16",-,-,-,-,2,2,2,"58, 61","Extenal, Intenal",-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32L552QC,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 256 kbytes of Flash memory",Active,UFBGA 132 7x7x0.6 P 0.5 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,256,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,106,Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32L552QE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,UFBGA 132 7x7x0.6 P 0.5 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,"106, 110","Extenal, Intenal",-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552RC,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 256 kbytes of Flash memory",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,256,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,52,-,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552RE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,"14, 16",-,-,-,-,2,2,2,"47, 50, 52",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552VC,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 256 kbytes of Flash memory",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,256,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,14,-,-,-,-,2,2,2,79,Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552VE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,"14, 16",-,-,-,-,2,2,2,"79, 83",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552ZC,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 256 kbytes of Flash memory",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,256,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,14,-,-,-,-,2,2,2,111,-,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L552ZE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,"14, 16",-,-,-,-,2,2,2,"111, 115",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","MD5, SHA-1, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,125,-,-,-,-,-,-,-,No,-,-,-,-
STM32L562CE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,"LQFP 48 7x7x1.4 mm, UFQFPN 48 7x7x0.55 mm",Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,9,-,-,-,-,2,2,2,"36, 38",Extenal,-,-,-,1,-,4,3,-,3,1,-,-,-,"DFSDM, SAI",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","AES, ECC, MD5, OTF DEC, RSA, SHA-1","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,125,-,-,-,-,-,-,-,No,-,-,-,-
STM32L562ME,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,WLCSP 81 4.1x4.4x0.6 P 0.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,"15, 16",-,-,-,-,2,2,2,"58, 61",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","AES, ECC, MD5, OTF DEC, RSA, SHA-1","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L562QE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,UFBGA 132 7x7x0.6 P 0.5 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,"106, 109",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","AES, ECC, MD5, OTF DEC, RSA, SHA-1","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32L562RE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,"47, 50, 52","Extenal, Intenal",-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI",Octo SPI,Yes,"USB Device, USB FS, USB Type-C","AES, ECC, MD5, OTF DEC, RSA, SHA-1","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32L562VE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,"79, 83",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","AES, ECC, MD5, OTF DEC, RSA, SHA-1","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,125,-,-,-,-,-,-,-,No,-,-,-,-
STM32L562ZE,"Ultra-low-power with FPU Arm Cortex-M33 with Trust Zone, MCU 110 MHz with 512 kbytes of Flash memory",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M33,110,Single-precision FPU,-,-,-,512,Yes,-,256,-,-,9,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,2,2,"111, 115",Intenal,-,-,-,1,-,4,3,-,3,2,-,-,-,"DFSDM, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB Device, USB FS, USB Type-C","AES, ECC, MD5, OTF DEC, RSA, SHA-1","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,0.02,96,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32N645A0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 169 6x6x1.0 P 0.4mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,-,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,1,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N645B0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 198 10x10x1 P 0.65 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,-,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N645I0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 178 12x12x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,-,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N645L0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 223 10x10x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,-,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N645X0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 264 14x14x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,-,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N645Z0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 142 8x8x1 P 0.5 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",-,-,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,5,-,5,5,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC",xSPI,No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N647A0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 169 6x6x1.0 P 0.4mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,3,6,1,3,3,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N647B0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec, H-264 enc",Active,VFBGA 198 10x10x1 P 0.65 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,5,4,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
STM32N647I0,"High performance Arm Cortex-M55 MCU, 800MHz, 4.2MB SRAM, Neural-ART accelerator 600 GOPS, NeoChrom GPU, JPEG Codec H-264 enc",Active,VFBGA 178 12x12x1 P 0.8 mm,Arm Cortex-M55,800,"Half-precision FPU, Single-precision FPU",Neural-ART,1000,32 + 32,-,No,-,4200,-,64/128,13,4,"HR timer, LP timer",2,20,-,-,-,-,-,-,-,-,Intenal,-,LCD TFT Controller,"Chrom-ART, JPEG Codec, NeoChrom GPU",3,-,4,6,3,4,4,1Gbps (IEEE 1588),1,2,"ADF, Ethenet, MDF, MIPI CSI-2 camera interface, S/PDIF, SAI, SD/MMC","FMC, xSPI",No,USB OTG HS,-,"Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,400,-,-40,125,-,-,-,-,-,-,-,No,-,-,600 GOPS,"H.264 encode, ISP"
